"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"06/26/2024,""1,539.91"",""1,540.60"",""1,544.44"",""1,535.57"","""",""-0.04%"""
"06/25/2024,""1,540.60"",""1,536.72"",""1,540.60"",""1,530.52"","""",""0.26%"""
"06/24/2024,""1,536.64"",""1,531.40"",""1,542.38"",""1,531.40"","""",""0.33%"""
"06/21/2024,""1,531.56"",""1,538.18"",""1,539.55"",""1,529.27"","""",""-0.42%"""
"06/20/2024,""1,537.96"",""1,534.34"",""1,539.72"",""1,534.05"","""",""0.24%"""
"06/19/2024,""1,534.34"",""1,528.14"",""1,539.23"",""1,527.41"","""",""0.41%"""
"06/18/2024,""1,528.06"",""1,521.84"",""1,531.76"",""1,521.84"","""",""0.41%"""
"06/17/2024,""1,521.84"",""1,516.67"",""1,523.82"",""1,513.42"","""",""0.34%"""
"06/14/2024,""1,516.67"",""1,526.39"",""1,535.49"",""1,512.95"","""",""-0.94%"""
"06/13/2024,""1,531.08"",""1,538.36"",""1,541.22"",""1,530.57"","""",""-0.47%"""
"06/12/2024,""1,538.36"",""1,529.49"",""1,542.00"",""1,529.49"","""",""0.53%"""
"06/11/2024,""1,530.21"",""1,543.19"",""1,548.43"",""1,530.21"","""",""-0.81%"""
"06/10/2024,""1,542.73"",""1,545.25"",""1,547.31"",""1,536.40"","""",""-0.26%"""
"06/07/2024,""1,546.76"",""1,551.85"",""1,553.07"",""1,545.06"","""",""-0.33%"""
"06/06/2024,""1,551.85"",""1,534.60"",""1,552.71"",""1,534.14"","""",""1.17%"""
"06/05/2024,""1,533.89"",""1,537.21"",""1,543.35"",""1,533.89"","""",""-0.23%"""
"06/04/2024,""1,537.37"",""1,552.37"",""1,556.08"",""1,536.10"","""",""-0.97%"""
"06/03/2024,""1,552.37"",""1,553.58"",""1,556.91"",""1,552.01"","""",""-0.08%"""
"05/31/2024,""1,553.58"",""1,539.81"",""1,553.58"",""1,539.14"","""",""0.89%"""
"05/30/2024,""1,539.90"",""1,539.55"",""1,546.82"",""1,536.96"","""",""0.02%"""
"05/29/2024,""1,539.55"",""1,543.04"",""1,547.51"",""1,538.54"","""",""-0.23%"""
"05/28/2024,""1,543.04"",""1,547.87"",""1,550.98"",""1,542.53"","""",""-0.31%"""
"05/27/2024,""1,547.87"",""1,562.28"",""1,566.45"",""1,543.69"","""",""-0.92%"""
"05/24/2024,""1,562.20"",""1,571.17"",""1,574.58"",""1,556.43"","""",""-0.57%"""
"05/23/2024,""1,571.17"",""1,574.05"",""1,575.50"",""1,569.30"","""",""-0.19%"""
"05/22/2024,""1,574.12"",""1,566.89"",""1,574.43"",""1,566.26"","""",""0.46%"""
"05/21/2024,""1,566.89"",""1,567.56"",""1,573.29"",""1,565.24"","""",""-0.04%"""
"05/20/2024,""1,567.56"",""1,561.39"",""1,568.60"",""1,559.43"","""",""0.40%"""
"05/17/2024,""1,561.39"",""1,556.72"",""1,564.15"",""1,555.80"","""",""0.30%"""
"05/16/2024,""1,556.65"",""1,563.79"",""1,563.79"",""1,553.44"","""",""-0.43%"""
"05/15/2024,""1,563.43"",""1,555.79"",""1,563.44"",""1,551.79"","""",""0.49%"""
"05/14/2024,""1,555.77"",""1,558.86"",""1,565.08"",""1,549.99"","""",""-0.15%"""
"05/13/2024,""1,558.18"",""1,550.33"",""1,559.41"",""1,549.75"","""",""0.52%"""
"05/10/2024,""1,550.16"",""1,547.28"",""1,561.50"",""1,545.13"","""",""-0.09%"""
"05/09/2024,""1,551.59"",""1,548.70"",""1,553.47"",""1,541.59"","""",""0.19%"""
"05/07/2024,""1,548.65"",""1,531.04"",""1,548.65"",""1,529.83"","""",""1.23%"""
"05/06/2024,""1,529.77"",""1,521.31"",""1,530.81"",""1,519.21"","""",""0.63%"""
"05/03/2024,""1,520.22"",""1,555.44"",""1,561.94"",""1,519.80"","""",""-2.26%"""
"05/02/2024,""1,555.44"",""1,548.85"",""1,558.01"",""1,548.40"","""",""0.43%"""
"04/30/2024,""1,548.85"",""1,550.11"",""1,556.82"",""1,543.57"","""",""-0.12%"""
"04/29/2024,""1,550.68"",""1,543.53"",""1,551.19"",""1,540.66"","""",""0.47%"""
"04/26/2024,""1,543.38"",""1,558.62"",""1,560.90"",""1,539.66"","""",""-0.98%"""
"04/25/2024,""1,558.62"",""1,563.83"",""1,565.80"",""1,554.72"","""",""-0.32%"""
"04/24/2024,""1,563.57"",""1,566.20"",""1,571.57"",""1,562.24"","""",""-0.08%"""
"04/23/2024,""1,564.82"",""1,557.17"",""1,565.45"",""1,555.36"","""",""0.49%"""
"04/22/2024,""1,557.17"",""1,550.87"",""1,558.08"",""1,542.29"","""",""0.42%"""
"04/19/2024,""1,550.61"",""1,550.34"",""1,554.38"",""1,547.22"","""",""0.02%"""
"04/18/2024,""1,550.34"",""1,546.47"",""1,554.02"",""1,546.11"","""",""0.18%"""
"04/17/2024,""1,547.54"",""1,546.99"",""1,550.45"",""1,542.95"","""",""0.04%"""
"04/16/2024,""1,546.99"",""1,557.56"",""1,557.56"",""1,541.63"","""",""-0.68%"""
"04/15/2024,""1,557.56"",""1,559.12"",""1,561.52"",""1,553.93"","""",""-0.09%"""
"04/12/2024,""1,558.96"",""1,547.79"",""1,562.81"",""1,547.79"","""",""0.78%"""
"04/11/2024,""1,546.89"",""1,548.68"",""1,551.09"",""1,542.52"","""",""-0.13%"""
"04/10/2024,""1,548.83"",""1,536.49"",""1,551.22"",""1,535.50"","""",""0.80%"""
"04/09/2024,""1,536.49"",""1,533.54"",""1,540.39"",""1,533.34"","""",""0.19%"""
"04/08/2024,""1,533.54"",""1,527.48"",""1,535.13"",""1,527.48"","""",""0.53%"""
"04/05/2024,""1,525.51"",""1,528.70"",""1,530.77"",""1,518.29"","""",""-0.22%"""
"04/04/2024,""1,528.88"",""1,520.36"",""1,529.84"",""1,519.15"","""",""0.56%"""
"04/03/2024,""1,520.43"",""1,525.39"",""1,525.50"",""1,518.28"","""",""-0.33%"""
"04/02/2024,""1,525.39"",""1,516.08"",""1,531.43"",""1,514.00"","""",""0.68%"""
